raw_alt,region,source,titre,prix,surface_m2,rooms,localisation,code_postal,ville
"Maison à vendre 246 000 € 7 pièces 5 chambres 137,8 m² 1 318 m² de terrain Le Neubourg 27110",Normandie,logicimmo,,246000.0,137.8,7.0,,,
Maison à vendre - neuf 285 000 € 4 pièces 3 chambres 87 m² dès le 30/12/2027 Équemauville 14600,Normandie,logicimmo,,285000.0,87.0,4.0,,,
"Appartement à vendre - neuf 312 000 € 3 pièces 56,5 m² Centre Ville Ste Adresse 76310",Normandie,logicimmo,,312000.0,56.5,3.0,,,
"Appartement à vendre - neuf 312 000 € 3 pièces 56,5 m² Centre Ville Ste Adresse 76310",Normandie,logicimmo,,312000.0,56.5,3.0,,,
"Appartement à vendre - neuf 209 000 € 3 pièces 2 chambres 60,3 m² dès le 30/06/2027 Buchy 76750",Normandie,logicimmo,,209000.0,60.3,3.0,,,
"Appartement à vendre - neuf 209 000 € 3 pièces 2 chambres 60,3 m² dès le 30/06/2027 Buchy 76750",Normandie,logicimmo,,209000.0,60.3,3.0,,,
Appartement à vendre - neuf 297 000 € 4 pièces 3 chambres 88 m² dès le 30/06/2027 Buchy 76750,Normandie,logicimmo,,297000.0,88.0,4.0,,,
Appartement à vendre - neuf 297 000 € 4 pièces 3 chambres 88 m² dès le 30/06/2027 Buchy 76750,Normandie,logicimmo,,297000.0,88.0,4.0,,,
Maison à vendre 371 000 € 7 pièces 4 chambres 210 m² 3 400 m² de terrain La Bouille 76530,Normandie,logicimmo,,371000.0,210.0,7.0,,,
Appartement à vendre - neuf 479 000 € 5 pièces 4 chambres 97 m² dès le 30/06/2027 Anatole France-Danton Le Havre 76600,Normandie,logicimmo,,479000.0,97.0,5.0,,,
Appartement à vendre - neuf 235 000 € 3 pièces 2 chambres 60 m² 1er étage Le Village Bihorel 76420,Normandie,logicimmo,,235000.0,60.0,3.0,,,
Appartement à vendre - neuf 235 000 € 3 pièces 2 chambres 60 m² 1er étage Le Village Bihorel 76420,Normandie,logicimmo,,235000.0,60.0,3.0,,,
Appartement à vendre - neuf 294 900 € 3 pièces 71 m² Étage 7/7 dès le 31/12/2026 Secteur Périphérique Fleury-sur-Orne 14123,Normandie,logicimmo,,294900.0,71.0,3.0,,,
Appartement à vendre - neuf 294 900 € 3 pièces 71 m² Étage 7/7 dès le 31/12/2026 Secteur Périphérique Fleury-sur-Orne 14123,Normandie,logicimmo,,294900.0,71.0,3.0,,,
Appartement à vendre - neuf 294 900 € 4 pièces 83 m² Étage 1/7 dès le 31/12/2026 Secteur Périphérique Fleury-sur-Orne 14123,Normandie,logicimmo,,294900.0,83.0,4.0,,,
Appartement à vendre - neuf 294 900 € 4 pièces 83 m² Étage 1/7 dès le 31/12/2026 Secteur Périphérique Fleury-sur-Orne 14123,Normandie,logicimmo,,294900.0,83.0,4.0,,,
Appartement à vendre - neuf 268 000 € 4 pièces 87 m² dès le 31/12/2027 Coteaux Ouest-Pasteur Rouen 76000,Normandie,logicimmo,,268000.0,87.0,4.0,,,
"Maison à vendre - neuf 414 000 € 5 pièces 3 chambres 101,3 m² dès le 15/09/2027 Saint-Pair-sur-Mer 50380",Normandie,logicimmo,,414000.0,101.3,5.0,,,
"Appartement à vendre - neuf 670 000 € 6 pièces 5 chambres 134,2 m² dès le 30/06/2027 Anatole France-Danton Le Havre 76600",Normandie,logicimmo,,670000.0,134.2,6.0,,,
Maison à vendre 395 000 € 6 pièces 5 chambres 125 m² Le Mesnil-Esnard 76240,Normandie,logicimmo,,395000.0,125.0,6.0,,,
Maison à vendre 315 000 € 6 pièces 4 chambres 120 m² 333 m² de terrain Centre Gisors 27140,Normandie,logicimmo,,315000.0,120.0,6.0,,,
Maison à vendre 980 000 € 8 pièces 6 chambres 264 m² 3 550 m² de terrain Pont-l'Évêque 14130,Normandie,logicimmo,,980000.0,264.0,8.0,,,
"Appartement à vendre - neuf 280 000 € 4 pièces 75,5 m² RDC dès le 31/12/2026 Route de Port Bayeux 14400",Normandie,logicimmo,,280000.0,75.5,4.0,,,
"Appartement à vendre - neuf 280 000 € 4 pièces 75,5 m² RDC dès le 31/12/2026 Route de Port Bayeux 14400",Normandie,logicimmo,,280000.0,75.5,4.0,,,
Maison à vendre - neuf 212 000 € 4 pièces 84 m² dès le 30/09/2026 ZAC-Centre Ville Dives-sur-Mer 14160,Normandie,logicimmo,,212000.0,84.0,4.0,,,
"Maison à vendre - neuf 325 000 € 5 pièces 3 chambres 97,7 m² dès le 30/12/2027 Équemauville 14600",Normandie,logicimmo,,325000.0,97.7,5.0,,,
Terrain avec maison neuve à vendre 246 000 € 6 pièces 4 chambres 115 m² Bricquebec-en-Cotentin 50260,Normandie,logicimmo,,246000.0,115.0,6.0,,,
Terrain avec maison neuve à vendre 246 000 € 6 pièces 4 chambres 115 m² Bricquebec-en-Cotentin 50260,Normandie,logicimmo,,246000.0,115.0,6.0,,,
"Terrain avec maison neuve à vendre 232 283 € 5 pièces 4 chambres 92,9 m² 531 m² de terrain Artannes-sur-Indre 37260",Normandie,logicimmo,,232283.0,92.9,5.0,,,
Terrain avec maison neuve à vendre 245 180 € 5 pièces 4 chambres 127 m² 1 118 m² de terrain Gruchet-le-Valasse 76210,Normandie,logicimmo,,245180.0,127.0,5.0,,,
Maison à vendre 627 000 € 8 pièces 5 chambres 270 m² 4 000 m² de terrain St Pierre de Bailleul 27920,Normandie,logicimmo,,627000.0,270.0,8.0,,,
Appartement à vendre 199 900 € 4 pièces 3 chambres 85 m² Étage 3/3 Vernon 27200,Normandie,logicimmo,,199900.0,85.0,4.0,,,
"Appartement à vendre - neuf 252 000 € 1 pièce 40,2 m² Cabourg 14390",Normandie,logicimmo,,252000.0,40.2,1.0,,,
"Appartement à vendre - neuf 252 000 € 1 pièce 40,2 m² Cabourg 14390",Normandie,logicimmo,,252000.0,40.2,1.0,,,
Appartement à vendre 89 000 € 2 pièces 1 chambre 42 m² Étage 1/2 Gaillon 27600,Normandie,logicimmo,,89000.0,42.0,2.0,,,
Maison à vendre 319 000 € 4 pièces 2 chambres 95 m² 88 m² de terrain Le Havre 76600,Normandie,logicimmo,,319000.0,95.0,4.0,,,
"Maison à vendre 262 500 € 6 pièces 3 chambres 119,4 m² 1 500 m² de terrain Sacquenville 27930",Normandie,logicimmo,,262500.0,119.4,6.0,,,
Maison à vendre 80 500 € 3 pièces 1 chambre 66 m² 5 950 m² de terrain L Aigle 61300,Normandie,logicimmo,,80500.0,66.0,3.0,,,
"Appartement à vendre - neuf 515 000 € 5 pièces 97,9 m² Centre Ville Ste Adresse 76310",Normandie,logicimmo,,515000.0,97.9,5.0,,,
"Appartement à vendre - neuf 515 000 € 5 pièces 97,9 m² Centre Ville Ste Adresse 76310",Normandie,logicimmo,,515000.0,97.9,5.0,,,
Appartement à vendre - neuf 190 000 € 2 pièces 40 m² dès le 31/12/2028 Bourg Sud Ouistreham 14150,Normandie,logicimmo,,190000.0,40.0,2.0,,,
Appartement à vendre - neuf 250 000 € 3 pièces 58 m² dès le 31/12/2028 Bourg Sud Ouistreham 14150,Normandie,logicimmo,,250000.0,58.0,3.0,,,
Maison à vendre 248 000 € 4 pièces 3 chambres 138 m² 1 686 m² de terrain Centre Ville Yvetot 76190,Normandie,logicimmo,,248000.0,138.0,4.0,,,
"Appartement à vendre 398 000 € 3 pièces 2 chambres 64,8 m² Étage 5/5 Nouveau Chesnay Le Chesnay Rocquencourt 78150",Normandie,logicimmo,,398000.0,64.8,3.0,,,
Appartement à vendre - neuf 290 000 € 4 pièces 75 m² dès le 31/12/2028 Bourg Sud Ouistreham 14150,Normandie,logicimmo,,290000.0,75.0,4.0,,,
Maison à vendre 675 000 € 9 pièces 6 chambres 225 m² 640 m² de terrain Rouen 76000,Normandie,logicimmo,,675000.0,225.0,9.0,,,
Maison de plain-pied à vendre 179 000 € 4 pièces 3 chambres 99 m² 1 650 m² de terrain Saint-André-de-l'Eure 27220,Normandie,logicimmo,,179000.0,99.0,4.0,,,
Appartement à vendre - neuf 270 000 € 2 pièces 1 chambre 45 m² RDC Keroman-Merville Lorient 56100,Bretagne,logicimmo,,270000.0,45.0,2.0,,,
"Appartement à vendre - neuf 304 000 € 4 pièces 84,5 m² Étage 1/3 dès le 31/12/2025 Sud Est Thorigne-Fouillard 35235",Bretagne,logicimmo,,304000.0,84.5,4.0,,,
Appartement à vendre - neuf 189 000 € 2 pièces 1 chambre 46 m² dès le 31/12/2027 Saint Pierre Brest 29200,Bretagne,logicimmo,,189000.0,46.0,2.0,,,
"Appartement à vendre - neuf 239 000 € 2 pièces 1 chambre 49,2 m² dès le 31/03/2028 Centre Ville-Charner Saint-Brieuc 22000",Bretagne,logicimmo,,239000.0,49.2,2.0,,,
"Appartement à vendre - neuf 194 000 € 2 pièces 1 chambre 41,9 m² dès le 31/12/2027 Audierne 29770",Bretagne,logicimmo,,194000.0,41.9,2.0,,,
Appartement à vendre - neuf 289 000 € 3 pièces 1 chambre 61 m² dès le 31/12/2027 Saint Pierre Brest 29200,Bretagne,logicimmo,,289000.0,61.0,3.0,,,
"Appartement à vendre - neuf 220 700 € 3 pièces 60,2 m² 3ème étage dès le 31/12/2025 Saint-Erblon 35230",Bretagne,logicimmo,,220700.0,60.2,3.0,,,
Maison à vendre 580 000 € 10 pièces 6 chambres 300 m² 5 600 m² de terrain Le Faouët 56320,Bretagne,logicimmo,,580000.0,300.0,10.0,,,
"Appartement à vendre - neuf 199 000 € 2 pièces 1 chambre 38,6 m² 4ème étage Est Pacé 35740",Bretagne,logicimmo,,199000.0,38.6,2.0,,,
"Appartement à vendre - neuf 254 838 € 2 pièces 46,5 m² Saint Jean Eudes-Saint Gilles Caen 14000",Bretagne,logicimmo,,254838.0,46.5,2.0,,,
"Appartement à vendre - neuf 299 000 € 3 pièces 2 chambres 63,8 m² 1er étage Est Pacé 35740",Bretagne,logicimmo,,299000.0,63.8,3.0,,,
"Appartement à vendre - neuf 380 000 € 2 pièces 1 chambre 49,2 m² dès le 31/12/2025 Pont de l'Iroise-Rocade Sud Le Relecq-Kerhuon 29480",Bretagne,logicimmo,,380000.0,49.2,2.0,,,
"Appartement à vendre - neuf 510 000 € 3 pièces 2 chambres 61,7 m² dès le 31/12/2025 Pont de l'Iroise-Rocade Sud Le Relecq-Kerhuon 29480",Bretagne,logicimmo,,510000.0,61.7,3.0,,,
"Appartement à vendre - neuf 643 500 € 5 pièces 4 chambres 113,8 m² 5ème étage Francisco-Vern-Poterie Rennes 35000",Bretagne,logicimmo,,643500.0,113.8,5.0,,,
"Appartement à vendre - neuf 350 000 € 3 pièces 2 chambres 65,6 m² 1er étage Francisco-Vern-Poterie Rennes 35000",Bretagne,logicimmo,,350000.0,65.6,3.0,,,
"Appartement à vendre - neuf 320 000 € 2 pièces 1 chambre 36,5 m² 3ème étage Port Blanc-Saint Enogat la Malouine Dinard 35800",Bretagne,logicimmo,,320000.0,36.5,2.0,,,
"Appartement à vendre - neuf 485 000 € 4 pièces 3 chambres 85,2 m² RDC Gare-Alsace Saint-Malo 35400",Bretagne,logicimmo,,485000.0,85.2,4.0,,,
"Appartement à vendre - neuf 456 000 € 4 pièces 3 chambres 91,3 m² 3ème étage Keroman-Merville Lorient 56100",Bretagne,logicimmo,,456000.0,91.3,4.0,,,
"Appartement à vendre - neuf 303 000 € 3 pièces 2 chambres 65,7 m² 2ème étage Keroman-Merville Lorient 56100",Bretagne,logicimmo,,303000.0,65.7,3.0,,,
"Appartement à vendre - neuf 365 700 € 4 pièces 77,2 m² Étage 3/3 dès le 31/12/2025 Centre et Ouest Mordelles 35310",Bretagne,logicimmo,,365700.0,77.2,4.0,,,
"Appartement à vendre - neuf 303 000 € 3 pièces 2 chambres 67,5 m² dès le 31/12/2025 Crac'H 56950",Bretagne,logicimmo,,303000.0,67.5,3.0,,,
"Appartement à vendre - neuf 239 400 € 2 pièces 43,5 m² Étage 2/2 dès le 30/06/2026 Rural Cancale 35260",Bretagne,logicimmo,,239400.0,43.5,2.0,,,
"Appartement à vendre - neuf 259 000 € 2 pièces 1 chambre 46,6 m² dès le 30/06/2026 Golfe Nord Sarzeau 56370",Bretagne,logicimmo,,259000.0,46.6,2.0,,,
"Appartement à vendre - neuf 244 000 € 3 pièces 2 chambres 65,8 m² 2ème étage La Brosse-Sorges Les Ponts-de-Cé 49130",Bretagne,logicimmo,,244000.0,65.8,3.0,,,
"Appartement à vendre - neuf 414 000 € 3 pièces 2 chambres 73,3 m² 1er étage Golfe Nord Sarzeau 56370",Bretagne,logicimmo,,414000.0,73.3,3.0,,,
"Appartement à vendre - neuf 230 000 € 1 pièce 25,6 m² 1er étage dès le 31/12/2027 Port Blanc-Saint Enogat la Malouine Dinard 35800",Bretagne,logicimmo,,230000.0,25.6,1.0,,,
"Appartement à vendre - neuf 204 000 € 2 pièces 1 chambre 44,1 m² RDC Bourg Guidel 56520",Bretagne,logicimmo,,204000.0,44.1,2.0,,,
Appartement à vendre - neuf 235 000 € 2 pièces 1 chambre 45 m² dès le 30/06/2027 Louannec 22700,Bretagne,logicimmo,,235000.0,45.0,2.0,,,
"Appartement à vendre - neuf 400 000 € 3 pièces 2 chambres 71,9 m² RDC Gare-Alsace Saint-Malo 35400",Bretagne,logicimmo,,400000.0,71.9,3.0,,,
"Appartement à vendre - neuf 210 700 € 2 pièces 42,2 m² Étage 2/3 dès le 31/12/2025 Centre et Ouest Mordelles 35310",Bretagne,logicimmo,,210700.0,42.2,2.0,,,
"Appartement à vendre - neuf 399 000 € 4 pièces 3 chambres 81,8 m² 2ème étage Espérance Saint-Malo 35400",Bretagne,logicimmo,,399000.0,81.8,4.0,,,
Appartement à vendre - neuf 306 000 € 3 pièces 2 chambres 61 m² 2ème étage Espérance Saint-Malo 35400,Bretagne,logicimmo,,306000.0,61.0,3.0,,,
"Appartement à vendre - neuf 273 000 € 2 pièces 1 chambre 49,1 m² 3ème étage Espérance Saint-Malo 35400",Bretagne,logicimmo,,273000.0,49.1,2.0,,,
"Appartement à vendre - neuf 150 000 € 2 pièces 44,4 m² dès le 01/10/2027 Perros-Guirec 22700",Bretagne,logicimmo,,150000.0,44.4,2.0,,,
"Appartement à vendre - neuf 220 000 € 2 pièces 1 chambre 42,1 m² 1er étage Crac'H 56950",Bretagne,logicimmo,,220000.0,42.1,2.0,,,
"Appartement à vendre - neuf 255 900 € 3 pièces 59,8 m² Étage 2/3 dès le 31/03/2026 Centre et Ouest Mordelles 35310",Bretagne,logicimmo,,255900.0,59.8,3.0,,,
Appartement à vendre 75 950 € 1 pièce 18 m² RDC Champ de Mars Nantes 44000,Bretagne,logicimmo,,75950.0,18.0,1.0,,,
"Appartement à vendre - neuf 203 000 € 2 pièces 1 chambre 41,6 m² RDC Le Palais 56360",Bretagne,logicimmo,,203000.0,41.6,2.0,,,
Appartement à vendre - neuf 389 000 € 4 pièces 3 chambres 87 m² RDC Le Palais 56360,Bretagne,logicimmo,,389000.0,87.0,4.0,,,
"Appartement à vendre - neuf 379 000 € 3 pièces 2 chambres 84,8 m² RDC Le Palais 56360",Bretagne,logicimmo,,379000.0,84.8,3.0,,,
"Appartement à vendre - neuf 167 000 € 2 pièces 45,2 m² Ouest Thorigne Fouillard 35235",Bretagne,logicimmo,,167000.0,45.2,2.0,,,
Appartement à vendre - neuf 278 000 € 3 pièces 63 m² Nord Le Rheu 35650,Bretagne,logicimmo,,278000.0,63.0,3.0,,,
"Appartement à vendre - neuf 245 000 € 3 pièces 59,9 m² 1er étage Ouest Thorigne Fouillard 35235",Bretagne,logicimmo,,245000.0,59.9,3.0,,,
Appartement à vendre - neuf 395 000 € 4 pièces 90 m² 1er étage Saint Marc Brest 29200,Bretagne,logicimmo,,395000.0,90.0,4.0,,,
Appartement à vendre - neuf 365 000 € 3 pièces 61 m² 1er étage Arzon 56640,Bretagne,logicimmo,,365000.0,61.0,3.0,,,
"Appartement à vendre - neuf 203 000 € 2 pièces 39,1 m² Nord Le Rheu 35650",Bretagne,logicimmo,,203000.0,39.1,2.0,,,
"Appartement à vendre - neuf 201 000 € 2 pièces 38,6 m² 1er étage Saint Malo 35400",Bretagne,logicimmo,,201000.0,38.6,2.0,,,
"Appartement à vendre - neuf 360 000 € 4 pièces 81,2 m² 1er étage Nord Le Rheu 35650",Bretagne,logicimmo,,360000.0,81.2,4.0,,,
"Appartement à vendre - neuf 327 000 € 3 pièces 66,1 m² 3ème étage Atalante Beaulieu Rennes 35000",Bretagne,logicimmo,,327000.0,66.1,3.0,,,
"Appartement à vendre - neuf 350 000 € 5 pièces 106,4 m² 2ème étage Est Chantepie 35135",Bretagne,logicimmo,,350000.0,106.4,5.0,,,
Maison à vendre 451 000 € 4 pièces 3 chambres 53 m² 42 m² de terrain Deauville 14800,Bretagne,logicimmo,,451000.0,53.0,4.0,,,
"Appartement à vendre - neuf 425 000 € 4 pièces 90,3 m² 6ème étage Atalante Beaulieu Rennes 35000",Bretagne,logicimmo,,425000.0,90.3,4.0,,,
"Appartement à vendre - neuf 284 000 € 3 pièces 56,9 m² 2ème étage Saint Malo 35400",Bretagne,logicimmo,,284000.0,56.9,3.0,,,
Appartement à vendre - neuf 290 000 € 3 pièces 62 m² 1er étage Saint Marc Brest 29200,Bretagne,logicimmo,,290000.0,62.0,3.0,,,
"Appartement à vendre - neuf 252 000 € 3 pièces 57,4 m² 2ème étage Pont-Pean 35131",Bretagne,logicimmo,,252000.0,57.4,3.0,,,
Appartement à vendre - neuf 183 000 € 2 pièces 38 m² Saint Marc Brest 29200,Bretagne,logicimmo,,183000.0,38.0,2.0,,,
"Appartement à vendre - neuf 259 000 € 2 pièces 40,3 m² 2ème étage Arzon 56640",Bretagne,logicimmo,,259000.0,40.3,2.0,,,
"Appartement à vendre - neuf 184 000 € 2 pièces 39,7 m² 2ème étage Pont-Pean 35131",Bretagne,logicimmo,,184000.0,39.7,2.0,,,
"Appartement à vendre - neuf 128 800 € 1 pièce 18,4 m² 1er étage Lorient-Saint Brieuc Rennes 35000",Bretagne,logicimmo,,128800.0,18.4,1.0,,,
"Appartement à vendre - neuf 306 000 € 4 pièces 85,6 m² 4ème étage Est Chantepie 35135",Bretagne,logicimmo,,306000.0,85.6,4.0,,,
"Appartement à vendre - neuf 490 500 € 4 pièces 107,6 m² 4ème étage Ouest Thorigne Fouillard 35235",Bretagne,logicimmo,,490500.0,107.6,4.0,,,
"Appartement à vendre - neuf 576 000 € 4 pièces 3 chambres 88,6 m² 4ème étage Francisco-Vern-Poterie Rennes 35000",Bretagne,logicimmo,,576000.0,88.6,4.0,,,
"Maison à vendre - neuf 627 000 € 6 pièces 4 chambres 124,2 m² dès le 30/06/2026 Francisco-Vern-Poterie Rennes 35000",Bretagne,logicimmo,,627000.0,124.2,6.0,,,
Maisons Ericlor,Bretagne,logicimmo,,,,,,,
Terrain avec maison neuve à vendre 308 449 € 5 pièces 4 chambres 132 m² 1 258 m² de terrain Vernoil-le-Fourrier 49390,Bretagne,logicimmo,,308449.0,132.0,5.0,,,
"Appartement à vendre - neuf 275 000 € 2 pièces 1 chambre 46,5 m² RDC Atalante Beaulieu Rennes 35000",Bretagne,logicimmo,,275000.0,46.5,2.0,,,
Appartement à vendre - neuf 385 000 € 3 pièces 2 chambres 63 m² 1er étage Atalante Beaulieu Rennes 35000,Bretagne,logicimmo,,385000.0,63.0,3.0,,,
"Appartement à vendre - neuf 499 000 € 4 pièces 3 chambres 84,9 m² RDC Atalante Beaulieu Rennes 35000",Bretagne,logicimmo,,499000.0,84.9,4.0,,,
"Appartement à vendre - neuf 565 000 € 3 pièces 2 chambres 69,2 m² RDC Port Blanc-Saint Enogat la Malouine Dinard 35800",Bretagne,logicimmo,,565000.0,69.2,3.0,,,
"Maison à vendre - neuf 500 000 € 3 pièces 2 chambres 60,3 m² dès le 31/12/2027 Port Blanc-Saint Enogat la Malouine Dinard 35800",Bretagne,logicimmo,,500000.0,60.3,3.0,,,
"Appartement à vendre - neuf 303 000 € 2 pièces 1 chambre 52,9 m² Kerguelen-Quehello Congard-Maison Rou Larmor-Plage 56260",Bretagne,logicimmo,,303000.0,52.9,2.0,,,
"Appartement à vendre - neuf 489 000 € 4 pièces 3 chambres 100,2 m² Centre Ville Nord Est Ploemeur 56270",Bretagne,logicimmo,,489000.0,100.2,4.0,,,
"Appartement à vendre - neuf 185 000 € 1 pièce 38,7 m² RDC dès le 30/09/2027 Bourg Guidel 56520",Bretagne,logicimmo,,185000.0,38.7,1.0,,,
Appartement à vendre - neuf 325 000 € 3 pièces 2 chambres 68 m² dès le 30/06/2027 Louannec 22700,Bretagne,logicimmo,,325000.0,68.0,3.0,,,
Appartement à vendre - neuf 195 500 € 3 pièces 65 m² dès le 01/01/2027 Landevant 56690,Bretagne,logicimmo,,195500.0,65.0,3.0,,,
"Appartement à vendre - neuf 250 000 € 3 pièces 61,1 m² 1er étage Pleurtuit 35730",Bretagne,logicimmo,,250000.0,61.1,3.0,,,
"Appartement à vendre - neuf 355 000 € 3 pièces 2 chambres 62,7 m² 1er étage Porzambars-La Glaciere Concarneau 29900",Bretagne,logicimmo,,355000.0,62.7,3.0,,,
"Appartement à vendre - neuf 234 000 € 2 pièces 40,9 m² dès le 01/10/2027 Nord Est Perros-Guirec 22700",Bretagne,logicimmo,,234000.0,40.9,2.0,,,
Appartement à vendre - neuf 270 500 € 4 pièces 3 chambres 75 m² dès le 30/09/2027 Val de Moine Cholet 49300,Bretagne,logicimmo,,270500.0,75.0,4.0,,,
"Appartement à vendre - neuf 348 000 € 3 pièces 2 chambres 68,9 m² dès le 31/03/2028 Centre Ville-Charner Saint-Brieuc 22000",Bretagne,logicimmo,,348000.0,68.9,3.0,,,
"Appartement à vendre - neuf 297 000 € 3 pièces 2 chambres 65,6 m² dès le 31/12/2027 Audierne 29770",Bretagne,logicimmo,,297000.0,65.6,3.0,,,
"Appartement à vendre - neuf 368 600 € 4 pièces 90,5 m² Étage 1/2 dès le 30/06/2026 Rural Cancale 35260",Bretagne,logicimmo,,368600.0,90.5,4.0,,,
"Appartement à vendre - neuf 629 000 € 5 pièces 3 chambres 115,4 m² RDC Espérance Saint-Malo 35400",Bretagne,logicimmo,,629000.0,115.4,5.0,,,
"Appartement à vendre - neuf 434 000 € 4 pièces 3 chambres 86,6 m² dès le 31/12/2027 Audierne 29770",Bretagne,logicimmo,,434000.0,86.6,4.0,,,
"Appartement à vendre - neuf 215 000 € 2 pièces 1 chambre 46,6 m² dès le 30/09/2027 Centre Ville Plérin 22190",Bretagne,logicimmo,,215000.0,46.6,2.0,,,
"Appartement à vendre - neuf 214 000 € 1 pièce 38,4 m² dès le 01/10/2027 Nord Est Perros-Guirec 22700",Bretagne,logicimmo,,214000.0,38.4,1.0,,,
"Appartement à vendre - neuf 167 000 € 2 pièces 1 chambre 46,5 m² dès le 31/03/2027 Bourg Nord Moëlan-sur-Mer 29350",Bretagne,logicimmo,,167000.0,46.5,2.0,,,
Appartement à vendre 945 000 € 5 pièces 4 chambres 150 m² Étage 1/3 Ouest Péri-Centre Ville Vannes 56000,Bretagne,logicimmo,,945000.0,150.0,5.0,,,
"Appartement à vendre - neuf 297 000 € 3 pièces 2 chambres 65,9 m² RDC Bourg Guidel 56520",Bretagne,logicimmo,,297000.0,65.9,3.0,,,
"Appartement à vendre - neuf 204 000 € 2 pièces 1 chambre 42,8 m² dès le 31/12/2027 Saint Marc Brest 29200",Bretagne,logicimmo,,204000.0,42.8,2.0,,,
Maison à vendre 402 325 € 5 pièces 3 chambres 88 m² 383 m² de terrain Les Sables-d'Olonne 85180,Bretagne,logicimmo,,402325.0,88.0,5.0,,,
"Appartement à vendre - neuf 290 000 € 2 pièces 1 chambre 49,1 m² dès le 31/03/2028 Sud Est Perros-Guirec 22700",Bretagne,logicimmo,,290000.0,49.1,2.0,,,
"Appartement à vendre - neuf 476 000 € 3 pièces 2 chambres 72,2 m² Kerguelen-Quehello Congard-Maison Rou Larmor-Plage 56260",Bretagne,logicimmo,,476000.0,72.2,3.0,,,
"Appartement à vendre - neuf 395 000 € 4 pièces 3 chambres 68,4 m² dès le 30/06/2026 Golfe Nord Sarzeau 56370",Bretagne,logicimmo,,395000.0,68.4,4.0,,,
"Appartement à vendre - neuf 489 000 € 4 pièces 3 chambres 93,3 m² 1er étage Porzambars-La Glaciere Concarneau 29900",Bretagne,logicimmo,,489000.0,93.3,4.0,,,
Appartement à vendre - neuf 170 502 € 2 pièces 42 m² Nord Est Thorigné-Fouillard 35235,Bretagne,logicimmo,,170502.0,42.0,2.0,,,
Appartement à vendre - neuf 170 502 € 2 pièces 42 m² Nord Est Thorigné-Fouillard 35235,Bretagne,logicimmo,,170502.0,42.0,2.0,,,
Appartement à vendre - neuf 1 059 000 € 3 pièces 2 chambres 112 m² 1er étage Ouest Quiberon 56170,Bretagne,logicimmo,,1059000.0,112.0,3.0,,,
"Appartement à vendre - neuf 710 000 € 4 pièces 3 chambres 79,8 m² 3ème étage Port Blanc-Saint Enogat la Malouine Dinard 35800",Bretagne,logicimmo,,710000.0,79.8,4.0,,,
"Appartement à vendre - neuf 249 000 € 2 pièces 1 chambre 44,9 m² Quatre Chemins-Quelisoy Larmor-Plage 56260",Bretagne,logicimmo,,249000.0,44.9,2.0,,,
Appartement à vendre - neuf 329 000 € 2 pièces 1 chambre 35 m² dès le 31/12/2026 Intra Muros Saint-Malo 35400,Bretagne,logicimmo,,329000.0,35.0,2.0,,,
Appartement à vendre - neuf 649 000 € 4 pièces 3 chambres 115 m² dès le 30/06/2027 Louannec 22700,Bretagne,logicimmo,,649000.0,115.0,4.0,,,
"Appartement à vendre - neuf 356 000 € 3 pièces 62,9 m² dès le 01/10/2027 Nord Est Perros-Guirec 22700",Bretagne,logicimmo,,356000.0,62.9,3.0,,,
Appartement à vendre - neuf 95 880 € 1 pièce 17 m² 1er étage dès le 01/07/2027 Poulfranc et Marais Sene 56860,Bretagne,logicimmo,,95880.0,17.0,1.0,,,
Appartement à vendre - neuf 169 000 € 1 pièce 42 m² dès le 31/12/2025 Secteur Sauvegarde Honfleur 14600,Bretagne,logicimmo,,169000.0,42.0,1.0,,,
"Appartement à vendre - neuf 344 000 € 4 pièces 74,1 m² 1er étage Saint Malo 35400",Bretagne,logicimmo,,344000.0,74.1,4.0,,,
"Appartement à vendre - neuf 292 000 € 3 pièces 2 chambres 66,9 m² 3ème étage Bourgchevreuil Cesson-Sévigné 35510",Bretagne,logicimmo,,292000.0,66.9,3.0,,,
"Maison à vendre - neuf 195 000 € 3 pièces 2 chambres 61,3 m² dès le 31/03/2027 Saint Aaron-La Poterie-Tregomar Lamballe 22400",Bretagne,logicimmo,,195000.0,61.3,3.0,,,
MAISONS MTB,Bretagne,logicimmo,,,,,,,
Terrain avec maison neuve à vendre 670 000 € 6 pièces 4 chambres 150 m² 490 m² de terrain Bourgchevreuil Cesson-Sévigné 35510,Bretagne,logicimmo,,670000.0,150.0,6.0,,,
"Appartement à vendre - neuf 259 000 € 3 pièces 2 chambres 60,9 m² dès le 31/12/2027 Saint Marc Brest 29200",Bretagne,logicimmo,,259000.0,60.9,3.0,,,
Appartement à vendre - neuf 267 000 € 2 pièces 41 m² Les Rosais Saint-Malo 35400,Bretagne,logicimmo,,267000.0,41.0,2.0,,,
"Appartement à vendre - neuf 164 871 € 2 pièces 1 chambre 40,7 m² dès le 31/12/2027 Muzillac 56190",Bretagne,logicimmo,,164871.0,40.7,2.0,,,
MAISONS MTB,Bretagne,logicimmo,,,,,,,
Terrain avec maison neuve à vendre 620 000 € 6 pièces 5 chambres 150 m² 560 m² de terrain Montgermont 35760,Bretagne,logicimmo,,620000.0,150.0,6.0,,,
