address,lat,lon
"MORDELLES, 35310, France",48.0733304,-1.8485204
"CRAC, 56950, France",47.6166941,-3.0011326
"CANCALE, 35260, France",48.6771721,-1.8506953
"SARZEAU, 56370, France",47.5275161,-2.7684537
"PONTS, 49130, France",48.7023347,-1.3460676
"GUIDEL, 56520, France",47.7894226,-3.4914955
"LOUANNEC, 22700, France",48.7939968,-3.4119987
"PERROS, 22700, France",48.8151133,-3.4394662
"NANTES, 44000, France",,
"PALAIS, 56360, France",,
"FOUILLARD, 35235, France",48.1535233,-1.5800238
"RHEU, 35650, France",48.1006715,-1.7937675
"ARZON, 56640, France",47.5478899,-2.8916167
"MALO, 35400, France",48.649518,-2.0260409
"CHANTEPIE, 35135, France",48.088155,-1.6171482
"PONT, 35131, France",47.1777278,5.3147014
"VERNOIL, 49390, France",47.3874403,0.0818498
"LARMOR, 56260, France",47.7147553,-3.376302
"PLOEMEUR, 56270, France",47.7354591,-3.4270534
"LANDEVANT, 56690, France",47.7636187,-3.1194205
"PLEURTUIT, 35730, France",48.5815,-2.05912
"CONCARNEAU, 29900, France",47.8757017,-3.9223889
"CHOLET, 49300, France",47.0617293,-0.8801359
"PLÉRIN, 22190, France",48.5348817,-2.7695752
"MOËLAN, 29350, France",47.8133996,-3.6309833
"VANNES, 56000, France",47.6586772,-2.7599079
"SABLES, 85180, France",,
"THORIGNÉ, 35235, France",48.1535233,-1.5800238
"QUIBERON, 56170, France",47.4874,-3.12152
"SENE, 56860, France",,
"CESSON, 35510, France",48.5624381,2.6021145
"LAMBALLE, 22400, France",48.4624462,-2.5165023
"MUZILLAC, 56190, France",47.5538771,-2.4830285
"MONTGERMONT, 35760, France",48.1557367,-1.7162062
"RENNES, 35700, France",48.105314,-1.6673866
"FOUGÈRES, 35300, France",48.3503362,-1.1958526
"ACIGNÉ, 35690, France",48.1334474,-1.5341182
"MONTFORT, 35310, France",43.3684225,-0.8465779
"PLUMELEC, 56420, France",47.8378469,-2.6396508
"RENNES, 35200, France",48.105314,-1.6673866
"MÉZIÈRE, 35520, France",48.2193772,-1.7557922
"ERQUY, 22430, France",48.6286582,-2.4642309
"QUEVERT, 22100, France",48.4628,-2.08416
"ROC, 56460, France",,
"PLAUDREN, 56420, France",47.7788407,-2.693565
"BETTON, 35830, France",48.1817122,-1.6414898
"AVRILLÉ, 49240, France",47.5045657,-0.5956539
"HENNEBONT, 56700, France",47.8058026,-3.2751174
"ERDEVEN, 56410, France",47.6417056,-3.1557523
"QUIMPER, 29000, France",47.9960325,-4.1024782
"MANS, 72000, France",,
"LOCMINÉ, 56500, France",47.8874274,-2.8362402
"COURS, 56230, France",,
"GOUAREC, 22570, France",48.2273858,-3.1803547
"SULARD, 22450, France",48.7713537,-3.3697774
"D, 49250, France",,
"BEAUCÉ, 35133, France",48.3390316,-1.1555522
"PLOUHA, 22580, France",48.6755038,-2.928296
"SÉRENT, 56460, France",47.8225319,-2.5053307
"PAIMPOL, 22500, France",48.7794818,-3.0484022
"LANVELLEC, 22420, France",48.619553,-3.537898
"MONTERBLANC, 56250, France",47.7438832,-2.6798827
"SAINT, 44600, France",44.8100795,-0.5982853
"GRAND, 56390, France",48.386104,5.4866253
"VEZIN, 35132, France",48.1195379,-1.75711
"CHÂTEAUBOURG, 35220, France",48.1108554,-1.3982411
"LANDÉBIA, 22130, France",48.513966,-2.336892
"DINAN, 22100, France",48.4539775,-2.047687
"MALANSAC, 56220, France",47.67745,-2.29494
"MÉAUGON, 22440, France",48.4997094,-2.8399002
"ANGERS, 49000, France",47.4739884,-0.5515588
"PONT, 29120, France",47.1777278,5.3147014
"PLONÉIS, 29710, France",48.0158575,-4.2078869
"VITRE, 35500, France",48.1244503,-1.214331
"SAINT, 44310, France",47.0170404,-1.6086367
"GUILVINEC, 29730, France",47.7995146,-4.2858256
"VITRÉ, 35500, France",48.1244503,-1.214331
"CADEN, 56220, France",47.630573,-2.2867806
"ANGERS, 49100, France",47.4739884,-0.5515588
"RIVES, 35140, France",45.3501289,5.5047411
"GUILERS, 29820, France",48.4244717,-4.5583284
"LANNION, 22300, France",48.7322183,-3.4587994
"PLÉNEUF, 22370, France",48.5839267,-2.535957
"SAVENAY, 44260, France",47.3592304,-1.9421244
"CROZON, 29160, France",48.2463989,-4.4894463
"LIFFRE, 35340, France",48.2145992,-1.5059748
"ROMAGNÉ, 35133, France",48.3421592,-1.2754346
"MER, 29350, France",,
"BENODET, 29950, France",47.8746373,-4.1109828
"TREBEURDEN, 22560, France",48.7694756,-3.5626633
"PONTIVY, 56300, France",48.0647729,-2.9675702
"PLOUGRESCANT, 22820, France",48.8412155,-3.2284425
"BOHAL, 56140, France",47.78095,-2.43776
"BAIN, 35470, France",47.8414377,-1.6852229
"SAINT, 35760, France",48.105314,-1.6673866
"THEIX, 56450, France",47.6350665,-2.6474422
"GUIREC, 22700, France",48.8151133,-3.4394662
"TURBALLE, 44420, France",47.3468646,-2.5080068
"MATIGNON, 22550, France",48.5968982,-2.2922438
"PLOERMEL, 56800, France",47.9323786,-2.39808
"PLOUGONVELIN, 29217, France",48.3415116,-4.7192399
"ERIGNE, 49610, France",47.3992042,-0.5361153
"PLOUHINEC, 29780, France",48.0153626,-4.4877863
"SAINT, 29290, France",44.8100795,-0.5982853
"TRÉBEURDEN, 22560, France",48.7694756,-3.5626633
"PLESCOP, 56890, France",47.6980235,-2.8062224
"CAVAN, 22140, France",48.6721731,-3.3457423
"KERNASCLÉDEN, 56540, France",48.006571,-3.320242
"CARNAC, 56340, France",47.5836629,-3.0794428
"TALMONT, 85440, France",46.4666884,-1.618977
"GUINGAMP, 22200, France",48.5618483,-3.1502007
"KERVIGNAC, 56700, France",47.7635947,-3.2388668
"CHATEAUGIRON, 35410, France",48.0423764,-1.500912
"SABLES, 85100, France",46.5001552,-1.7925663
"SAINT, 22410, France",48.6493485,-2.8403237
"PLOUAGAT, 22170, France",48.5310144,-2.9888038
"PLONÉVEZ, 29550, France",48.1267385,-4.2201939
"LEGÉ, 44650, France",46.8867571,-1.5979446
"PÉNESTIN, 56760, France",47.4832631,-2.4756797
"POULIGUEN, 44510, France",47.2714307,-2.4310663
"TROGUÉRY, 22450, France",48.7543013,-3.2250158
"BADEN, 56870, France",47.6199988,-2.9184744
"TRÉLIVAN, 22100, France",48.4321718,-2.1193713
"SAINT, 56510, France",47.5208871,-3.1386904
"BODOU, 22560, France",48.7732657,-3.5187179
"SAINT, 56890, France",47.6896975,-2.7304712
"ELVEN, 56250, France",47.7325736,-2.5905844
"CHEVAIGNÉ, 35250, France",48.2120161,-1.6303916
"SAINT, 56470, France",47.5730716,-3.0007096
"SEICHES, 49140, France",47.5765866,-0.3619433
"NOYALO, 56450, France",47.6033779,-2.6768556
"SAINT, 35290, France",44.8100795,-0.5982853
"ROSTRENEN, 22110, France",48.237574,-3.316142
"PLOUGOUMELEN, 56400, France",47.6525123,-2.9175888
"ROSPORDEN, 29140, France",47.9592684,-3.8278459
"TELOCHE, 72220, France",47.887679,0.2698822
"PORDIC, 22590, France",48.5695573,-2.8189686
"GUIPAVAS, 29490, France",48.4346366,-4.400979
"PLOUGASTEL, 29470, France",48.3742317,-4.369679
"LIFFRÉ, 35340, France",48.2145992,-1.5059748
"PIPRIAC, 35550, France",47.8088832,-1.9462224
"ROMILLÉ, 35850, France",48.2153539,-1.89245
"CAUDAN, 56850, France",47.81081,-3.3404445
"CHAPELLE, 35520, France",,
"BELZ, 56550, France",47.6759681,-3.1687227
"RETZ, 44320, France",47.2066441,-2.0444751
"SAINT, 56730, France",47.4998915,-2.8397233
"PLUMÉLIAU, 56930, France",47.96848,-2.989301
"PONTCHÂTEAU, 44160, France",47.4373374,-2.0880233
"PORNICHET, 44380, France",47.2613293,-2.3364238
"CHALLANS, 85300, France",46.8478091,-1.877431
"COMBRIT, 29120, France",47.8873445,-4.1563101
"NANTES, 44300, France",,
"BAULE, 44500, France",47.81046,1.67055
"SAINT, 44800, France",47.2405058,-1.640665
"NANTES, 44200, France",,
"NANTES, 44100, France",,
"ORVAULT, 44700, France",47.2711217,-1.623206
"ARANCOU, 64270, France",43.4448913,-1.0506473
"REZÉ, 44400, France",47.1905456,-1.5695287
"D, 85100, France",,
"LAVAL, 53000, France",48.0706687,-0.7734022
"PÉRIGUEUX, 24000, France",45.1840214,0.7160392
"CLISSON, 44190, France",47.0877218,-1.2817422
"TRELAZE, 49800, France",47.4460674,-0.4652452
"BOUGUENAIS, 44340, France",47.179301,-1.6233691
"GUERANDE, 44350, France",47.3282126,-2.4298014
"MONT, 40000, France",,
"AVRILLE, 49240, France",47.5045657,-0.5956539
"SAINT, 85800, France",46.6965989,-1.9419542
"LUCON, 85400, France",46.4555953,-1.1645595
"D, 49480, France",,
"SAINT, 85270, France",46.716647,-1.9495624
"ESCOUBLAC, 44500, France",47.2947121,-2.3595858
"LOHITZUN, 64120, France",43.2764042,-0.9774941
"PORNIC, 44210, France",47.1152695,-2.1040102
"GUÉRANDE, 44350, France",47.3282126,-2.4298014
"SOUSTONS, 40140, France",43.75079,-1.32955
"CROISIC, 44490, France",47.2933971,-2.5094404
"VERTOU, 44120, France",47.1685211,-1.4722242
"CARQUEFOU, 44470, France",47.2971979,-1.4921233
"MONTAGNE, 44620, France",,
"ERDRE, 44240, France",47.2996846,-1.5518632
"PELLERIN, 44640, France",47.1999241,-1.7550364
"COUËRON, 44220, France",47.2115054,-1.7271466
"HERBIERS, 85500, France",46.871379,-1.0150646
"YON, 85000, France",46.6705431,-1.4269698
"LOIRE, 49610, France",,
"MANS, 72100, France",47.9950745,0.1920567
"MISSILLAC, 44780, France",47.4819903,-2.1590855
"SORINIÈRES, 44840, France",47.148006,-1.5302384
"LIMOUZINIERE, 44310, France",46.9934898,-1.5970541
"SABLÉ, 72300, France",47.8417452,-0.3419932
"ROCHE, 85000, France",,
"INDRE, 44610, France",47.1978039,-1.6698958
"MER, 44600, France",,
"PUILBOREAU, 17138, France",46.1851302,-1.1177313
"CHEVROLIERE, 44118, France",47.0936557,-1.6117844
"AIGREFEUILLE, 44140, France",43.5680914,1.5891434
"SAINT, 44230, France",47.1904456,-1.4956837
"NAZAIRE, 44600, France",47.2733517,-2.2138905
"CROSSAC, 44160, France",47.4111944,-2.1707156
"BERGERAC, 24100, France",44.8534568,0.487531
"BRÉTIGNOLLES, 85470, France",46.6286111,-1.8538889
"SAINTE, 72380, France",45.4401467,4.3873058
"CHAPELLE, 44410, France",,
"RUFFIGNÉ, 44660, France",47.7564546,-1.4929688
"MAGNAC, 16600, France",45.6658244,0.2371275
"MOUZEIL, 44850, France",47.4484305,-1.3485691
"PARCAY, 37210, France",47.4413885,0.7456752
"CHÂTEAUBRIANT, 44110, France",47.7194057,-1.3757282
"PESSAC, 33600, France",44.805615,-0.6308396
"POIROUX, 85440, France",46.5031039,-1.5347269
"FÉGRÉAC, 44460, France",47.5848288,-2.0444369
"CARBON, 33560, France",44.8937722,-0.50503
"LOIRE, 49290, France",,
"SAINT, 44680, France",47.1058112,-1.8651647
"ANGLES, 85750, France",46.40716,-1.4027911
"ARCANGUES, 64200, France",43.4367292,-1.5216228
"SAINT, 85160, France",46.7783943,-2.0383461
"MÉRIGNAC, 33700, France",44.842168,-0.6469022
"BOUCHEMAINE, 49080, France",47.4234644,-0.6085356
"GIVRAND, 85800, France",46.6722222,-1.8836111
"AIZENAY, 85190, France",46.7391797,-1.6084351
"MARSAC, 44170, France",45.7409622,0.0791957
"BESNÉ, 44160, France",47.3971609,-2.0921265
"SAINT, 44350, France",47.2966961,-2.403092
"CROSMIÈRES, 72200, France",47.746478,-0.1506805
"VIGNEUX, 44360, France",47.3267919,-1.7368752
"BROUZILS, 85260, France",46.8869394,-1.3213179
"SAINT, 49400, France",47.2580614,-0.1164
"OLONNE, 85100, France",46.5001552,-1.7925663
"PAU, 64000, France",43.2957547,-0.3685668
"TRANCHE, 85360, France",46.3440097,-1.4380541
"MER, 44770, France",,
"BEAULIEU, 85190, France",47.7277699,4.7269377
"TOUTLEMONDE, 49360, France",47.0561358,-0.7664831
"SALAUNES, 33160, France",44.9361892,-0.8296983
"FLECHE, 72200, France",47.6968408,-0.0746149
"LAGORD, 17140, France",46.186368,-1.1511322
"LOROUX, 44430, France",47.2385415,-1.3472697
"ORQUES, 72350, France",48.0274356,-0.2730156
"BOISSIÈRE, 44430, France",47.2323136,-1.220173
"SAUTRON, 44880, France",47.2632611,-1.6683537
"ROCHELLE, 17000, France",46.159732,-1.1515951
"SAINT, 44250, France",47.2761446,-2.1643871
"CÉRANS, 72330, France",47.8302158,0.0942153
"MOUILLERON, 85000, France",47.692162,5.1092099
"PHAYE, 28630, France",48.4447171,1.5752688
"THOUARÉ, 44470, France",47.2651143,-1.4409626
"LIMOUZINIÈRE, 44310, France",46.9934898,-1.5970541
"MONTOURNAIS, 85700, France",46.742318,-0.762914
"L, 53970, France",47.9759047,-0.7935982
"RIEZ, 85270, France",43.8176907,6.0930048
"ANCENIS, 44150, France",47.3648141,-1.1816088
"MESMIN, 85700, France",46.79441,-0.7323462
"ROCHESERVIÈRE, 85620, France",46.9385391,-1.50975
"NOIRMOUTIER, 85330, France",47.000089,-2.2441449
"BRUFFIÈRE, 85530, France",47.0138889,-1.1963889
"LIGNE, 44850, France",47.4123249,-1.3768667
"AVRILLÉ, 85440, France",46.4708333,-1.4927778
"VENANSAULT, 85190, France",46.6858331,-1.5113138
"ARVERT, 17530, France",45.7409118,-1.1266705
"MACHECOUL, 44270, France",46.9919595,-1.8480715
"LAYON, 49380, France",47.2665374,-0.5761455
"TRÉLAZÉ, 49800, France",47.4460674,-0.4652452
"ROCHEFORT, 56220, France",45.9366592,-0.9616399
"BRILLOUET, 85210, France",46.5234719,-1.0197025
"SAINT, 44730, France",47.1831325,-2.1470589
"UZEL, 22460, France",48.2796056,-2.840499
"VIE, 85800, France",46.692985,-1.9254545
"TEMPLE, 44360, France",48.8664946,2.3607078
"DONGES, 44480, France",47.3185376,-2.0745708
"TREILLIÈRES, 44119, France",47.3309103,-1.6240815
"CUBNEZAIS, 33620, France",45.07378,-0.40786
"BAILLEUL, 72200, France",50.7396668,2.7349286
"BARBATRE, 85630, France",46.9447222,-2.1794444
"BARRE, 85550, France",,
"L, 85740, France",46.9923437,-2.2593114
"TOUCHES, 44390, France",47.4423506,-1.4313813
"VICTOR, 41260, France",,
"LOIRE, 37540, France",,
"SARAN, 45770, France",47.9514553,1.8749906
"RICHE, 37520, France",48.8912165,6.6294817
"TOURS, 37300, France",,
"BORDEAUX, 33300, France",44.841225,-0.5800364
"LUISANT, 28600, France",48.4231,1.46835
"TOURS, 37000, France",47.3894316,0.6939293
"OLIVET, 45160, France",47.8650984,1.9015752
"FONDETTES, 37230, France",47.4036631,0.5961846
"DIJON, 21000, France",47.3215806,5.0414701
"CERBOIS, 18120, France",47.1112348,2.0957714
"ORLEANS, 45100, France",,
"CHÂTEAUNEUF, 28170, France",47.2186075,4.6400486
"ORLÉANS, 45000, France",47.9083863,1.9047423
"AMBOISE, 37400, France",47.4110351,0.983698
"DAMMARIE, 28360, France",48.3442865,1.4940462
"BÉVILLE, 28700, France",48.435865,1.7137625
"ORLÉANS, 45100, France",,
"LUCÉ, 28110, France",48.4364696,1.4628645
"CHAMPHOL, 28300, France",48.4685197,1.5082448
"CHAPELLE, 45380, France",,
"BEAUNE, 21200, France",47.0239064,4.8380426
"FONTAINE, 28240, France",45.1950183,5.6869624
"CHUISNES, 28190, France",48.4469313,1.2083665
"TOURS, 37100, France",47.3900474,0.6889268
"CHASSIGNOLLES, 36400, France",46.5411862,1.9399055
"VERT, 77240, France",,
"SORIGNY, 37250, France",47.241591,0.6939483
"BAILLEAU, 28320, France",48.5307669,1.6352795
"SAINT, 45160, France",47.7338599,1.8914746
"SAINT, 45380, France",47.8930783,1.8271257
"COURVILLE, 28190, France",49.2682395,3.6982234
"MAINVILLIERS, 28300, France",48.4489382,1.4580047
"CHOISY, 77320, France",48.7592152,3.217024
"SAINT, 45800, France",47.9039235,1.9640754
"BERTHENOUX, 36400, France",46.6612216,2.0613187
"LOCHES, 37600, France",47.1281692,0.9979549
"CHÂTEAUROUX, 36000, France",46.8203785,1.6770956
"TOURAINE, 37150, France",47.2232046,0.6866703
"ÈME, 69007, France",44.205708,4.7290019
"METTRAY, 37390, France",47.4525121,0.6495924
"BOURGES, 18000, France",47.0811658,2.399125
"BAILLEAU, 28120, France",48.3649496,1.3278089
"CHENNEVIÈRES, 94430, France",48.7965001,2.530442
"SAINT, 45750, France",47.8717976,1.8511505
"SAINT, 28300, France",48.5118805,1.5513378
"FLEURY, 45400, France",49.258735,3.1566772
"SAINT, 41210, France",47.5226047,1.9335706
"CHAMPROND, 28240, France",48.0775588,0.7453214
"VIDAME, 28360, France",48.2795417,1.4611984
"VAUX, 18300, France",,
"MAINTENON, 28130, France",48.5865517,1.5773313
"DANGEAU, 28160, France",48.2098865,1.2869678
"DIVONNE, 1220, France",46.3570916,6.143049
"TAVERS, 45190, France",47.7580043,1.6134223
"BLOIS, 41000, France",47.5876861,1.3337639
"FRESNAY, 28300, France",48.3144266,4.7513167
"PONTOISE, 95300, France",49.0467275,2.0951961
"LIMERAY, 37530, France",47.4589811,1.0402695
"PUISEAUX, 45390, France",48.2040248,2.472464
"VOUVRAY, 37210, France",47.4136687,0.7998446
"SEMOY, 45400, France",47.9324329,1.9491166
"SAINT, 45140, France",47.9199368,1.8275253
"LUZILLE, 37150, France",47.262506,1.0612373
"NOUZILLY, 37380, France",47.5433632,0.7438321
"LOUPE, 28240, France",48.4737,1.02521
"COMBRAY, 28120, France",48.9498964,-0.4385154
"BEAUJEU, 18300, France",47.3268119,2.7078588
"DREUX, 28100, France",48.7358807,1.3684254
"ORMOY, 91540, France",48.5751914,2.4493544
"BOSSAY, 37290, France",46.8321259,0.9662267
"CHAMBRAY, 37050, France",49.0738447,1.3090566
"RUELLE, 45140, France",,
"SANCERRE, 18300, France",47.3306906,2.8390454
"JOUÉ, 37300, France",47.3511161,0.6622353
"BOURDINIÈRE, 28360, France",48.3193228,1.4293354
"SAINT, 45650, France",,
"CHÂTRE, 36400, France",46.5816129,1.9867425
"FORET, 95320, France",,
"MESLAND, 41150, France",47.5097085,1.1228134
"SOURS, 28630, France",48.4114907,1.5967084
"RAYMOND, 18130, France",46.9707059,2.6854848
"PROUAIS, 28410, France",48.7206532,1.5435369
"OISEME, 28300, France",48.4709206,1.5375286
"SERMAISES, 45300, France",48.2969333,2.2039781
"BAILLEAU, 28300, France",48.4900965,1.3968479
"BEAUMONT, 37360, France",50.0839627,2.6567465
"ANET, 28260, France",48.8552557,1.4391896
"PERRET, 92300, France",48.892956,2.2881683
"RICHELIEU, 37120, France",47.0124915,0.3240548
"SAINT, 37370, France",47.6039421,0.4783114
"SAINT, 37550, France",47.3639454,0.7303117
"LUCE, 28110, France",48.4364696,1.4628645
"BLERE, 37150, France",47.3279746,0.9918234
"CHAUSSÉE, 41260, France",,
"VOVES, 28150, France",48.2693886,1.632148
"GUYON, 28190, France",48.472944,1.3136388
"POISVILLIERS, 28300, France",48.507747,1.4705631
"ÉPERNON, 28230, France",48.6101745,1.677222
"SAINT, 41110, France",47.269647,1.3739738
"ÈME, 69008, France",44.205708,4.7290019
"AUXY, 45340, France",48.1181252,2.4759183
"GALLARDON, 28320, France",48.5243351,1.6896881
"MONTARGIS, 45200, France",47.9978628,2.7310072
"COUDRAY, 28630, France",49.3370866,1.5053605
"NEUILLÉ, 37360, France",47.5485425,0.5481456
"GILMERT, 28300, France",48.5149964,1.4172909
"PIN, 28120, France",,
"MONTLOUIS, 37270, France",47.3915591,0.8172484
"CRAVANT, 45190, France",47.82821,1.57252
"LOIRE, 37270, France",,
"OUZOUER, 45570, France",47.7664387,2.4794838
"COURMEMIN, 41230, France",47.4724392,1.627543
"SENONCHES, 28250, France",48.5595325,1.0322607
"BEAUGENCY, 45190, France",47.7778775,1.6311944
"MÉNESTREAU, 45240, France",47.7008085,2.0232754
"VELIN, 69120, France",45.7784255,4.9206153
"PATAY, 45310, France",48.0485312,1.6938455
"NOTTONVILLE, 28140, France",48.1124879,1.5064432
"NOGENT, 28400, France",48.321809,0.8211488
"SAINT, 41500, France",47.7001865,1.50794
"SAINT, 18340, France",46.9983055,2.4550898
"JARGEAU, 45150, France",47.8649447,2.1242805
"BOIS, 28300, France",45.4888007,-0.5994643
"SAVIGNY, 37420, France",49.0491048,-1.3392101
"NEUVY, 37370, France",48.7469304,3.5177618
"DADONVILLE, 45300, France",48.1581294,2.2709031
"BRAYE, 45800, France",49.4234088,3.3716939
"BOURGUEIL, 37140, France",47.2827691,0.1788873
"YÈVRE, 45300, France",48.1450175,2.326809
"LEVES, 28300, France",48.4782477,1.4786967
"TAUXIGNY, 37310, France",47.219009,0.8330771
"INDRE, 37260, France",46.8121057,1.5382052
"SAINT, 41350, France",47.6413962,1.4450313
"SAINT, 77164, France",48.8455927,2.4249063
"EURE, 28190, France",49.0756358,0.9651829
"CHARTRES, 28630, France",48.4438601,1.4881434
"ROCHE, 37500, France",,
"CHINON, 37500, France",47.1667182,0.2402095
"VINEUIL, 41350, France",47.5857995,1.3892843
"L, 38080, France",45.621521,5.2290818
"ONZAIN, 41150, France",47.51657,1.167113
"MÉZIÈRES, 45370, France",47.8184279,1.8039921
"MIRE, 37510, France",47.3413214,0.6131325
"LAMOTTE, 41600, France",47.6052963,2.0267353
"CHATEAUDUN, 28200, France",48.0702298,1.3284948
"CHARSONVILLE, 45130, France",47.9283258,1.5809038
"MONTESSON, 78360, France",48.9076492,2.149134
"CHEVILLY, 45520, France",48.0260305,1.8739814
"ROCHECORBON, 37210, France",47.4141177,0.7549178
"THIVILLE, 28200, France",48.0265737,1.3738325
"JOUY, 28300, France",48.5119751,1.549945
"RIVIÈRE, 37500, France",47.1457949,0.2774785
"ROUSSILLON, 38150, France",45.3735991,4.8124049
"SEUILLY, 37500, France",47.1342221,0.1711138
"CHANCEAUX, 37390, France",47.5200549,4.7183333
"BUXEUIL, 37160, France",46.9751464,0.6729268
"COURCHEVEL, 73120, France",45.4140984,6.6349892
"JONCHERETS, 28350, France",48.7673038,1.1978005
"YERRE, 28290, France",48.0995846,1.1224687
"VENDOME, 41100, France",47.7934453,1.0662256
"CHERISY, 28500, France",48.746715,1.4233088
"SAINT, 37500, France",47.2112367,0.073799
"VAL, 45590, France",47.8192005,1.9476048
"CROIX, 37150, France",50.6802124,3.1564365
"DHUIZON, 41220, France",47.5884108,1.6562593
"AVRE, 28350, France",48.763316,1.1487261
"LUNAY, 41360, France",47.8100299,0.9151627
"POMMERAY, 41000, France",47.60714,1.26825
"VILLERBON, 41000, France",47.66175,1.37176
"SULLY, 45600, France",49.5592119,1.7836531
"BALLAN, 37510, France",47.336776,0.6179893
"CRAVANT, 37500, France",47.82821,1.57252
"SAINT, 28190, France",48.4183545,1.3534123
"SERGY, 1630, France",49.1828833,3.5710256
"VALENÇAY, 36600, France",47.161511,1.5666078
"ALLOGNY, 18110, France",47.2252713,2.322902
"OUARVILLE, 28150, France",48.3544707,1.7718898
"GINGOLPH, 74500, France",46.3890207,6.7756388
"AVORD, 18520, France",47.0353206,2.6511406
"DIGNY, 28250, France",48.5366722,1.1573847
"SAINT, 18110, France",47.2683825,2.3995253
"LAILLY, 45740, France",48.24336,3.52939
"VASSELAY, 18110, France",47.1576043,2.3886661
"HOUDAN, 78550, France",48.7912001,1.6019247
"SANDILLON, 45640, France",47.8455805,2.0327513
"SANCÉ, 71000, France",46.3401851,4.8308429
"PLOMBIERES, 21370, France",47.3396438,4.9721576
"FONTAINE, 21121, France",48.21322,4.71393
"COUTERNON, 21560, France",47.3346853,5.1512997
"SAINT, 89000, France",47.7978479,3.5728386
"BELFORT, 90000, France",47.6379599,6.8628942
"IS, 21120, France",47.5203015,5.129704
"PERRIGNY, 21160, France",47.2660906,5.0089521
"VILLEPARISIS, 77270, France",48.939344,2.6176193
"PASQUES, 21370, France",47.3663891,4.8621014
"BRETIGNY, 21490, France",47.3984947,5.0999025
"SENNECEY, 71240, France",46.6409587,4.869504
"BESANÇON, 25000, France",47.2380222,6.0243622
"MARCILLY, 21120, France",47.5198319,5.1333847
"VESCEMONT, 90200, France",47.7441545,6.8446336
"MÂCON, 71000, France",46.3036683,4.8322266
"AGENCOURT, 21700, France",47.12773,4.98024
"MOULINS, 89130, France",49.4217,3.6847
"LONGVIC, 21600, France",47.2841003,5.0574798
"GEX, 1170, France",46.333849,6.0577244
"PAGNY, 21250, France",47.0462645,5.2010431
"CHARREY, 21170, France",47.08752,5.16337
"ESSERTENNE, 70100, France",46.8128798,4.5451375
"AUXERRE, 89000, France",47.7961287,3.570579
"MARNE, 77420, France",,
"MONTREAL, 89420, France",47.5420737,4.0362646
"LACHAPELLE, 90360, France",49.76507,1.95688
"BAVILLIERS, 90800, France",47.6220703,6.8347586
"BRETENIÈRE, 21110, France",47.2403931,5.1144328
"CHALEZEULE, 25220, France",47.2599619,6.0755049
"GRIESHEIM, 67370, France",48.63551,7.667722
"GISSEY, 21410, France",47.2640098,4.7695049
"QUETIGNY, 21800, France",47.3125861,5.1162694
"TOUCY, 89130, France",47.7338629,3.2939186
"TIL, 21120, France",47.5155368,5.1753631
"CHEMILLY, 89250, France",46.4889734,3.3155176
"SAINT, 89110, France",47.8956243,3.2365178
"BOURG, 1000, France",,
"SAONE, 71100, France",46.7831001,4.8534326
"ÉCURCEY, 25150, France",47.4057964,6.8109578
"SENNECEY, 21800, France",47.2911862,5.1020211
"ABBEVILLERS, 25310, France",47.4314084,6.9185771
"TILLE, 21110, France",47.2768197,5.1748412
"TILLE, 21120, France",47.5219136,5.1123622
"PICHANGES, 21120, France",47.4618314,5.15004
"TALANT, 21240, France",47.3359617,5.0047641
"ARCEY, 25750, France",47.5224742,6.6585582
"EVETTE, 90350, France",47.6753858,6.7984718
"ROMANÈCHE, 71570, France",46.1892222,4.7367094
"CUDOT, 89116, France",47.9839385,3.1787579
"CHÂTILLON, 25870, France",47.3082022,6.0059987
"ROSHEIM, 67560, France",48.496421,7.4698832
"NEUREY, 70000, France",47.6706364,6.2297738
"THEIL, 89320, France",48.1677376,3.4300762
"OUANNE, 89560, France",47.6615696,3.418284
"SAULNOT, 70400, France",47.5618443,6.6305707
"FEUCHEROLLES, 78810, France",48.8725969,1.9723953
"GUERCHY, 89113, France",47.892487,3.4391053
"PLOMBIÈRES, 21370, France",47.3396438,4.9721576
"CHASTENAY, 89560, France",47.6536025,3.3868647
"BETHONVILLIERS, 90150, France",47.68063,6.9640988
"SAINTE, 91700, France",48.6315318,2.3448961
"SALMAISE, 21690, France",47.4557798,4.6628043
"GRAS, 25790, France",46.9951702,6.5441313
"CHAMPIGNELLES, 89350, France",47.7811107,3.0729273
"SAINT, 90100, France",47.4704255,6.9642764
"CHAUX, 90330, France",47.7051441,6.8363764
"TOULON, 71320, France",43.1257311,5.9304919
"PARAY, 71600, France",46.450559,4.1177959
"OUROUX, 71370, France",46.721557,4.9536545
"BAINS, 73100, France",45.6886292,5.9146362
"ANGEOT, 90150, France",47.6961886,7.0116403
"LAINSECQ, 89520, France",47.5546946,3.2733733
"PIN, 39210, France",,
"CHALON, 71100, France",46.7831001,4.8534326
"MÉZILLES, 89130, France",47.7009023,3.1719604
"SENS, 89100, France",48.1978559,3.282606
"PALINGES, 71430, France",46.5536228,4.2184493
"VILLE, 74100, France",,
"APPOIGNY, 89380, France",47.8781778,3.523723
"LEVERNOIS, 21200, France",46.9947098,4.8739879
"MILLERY, 21140, France",47.5154205,4.3163267
"ARBOUANS, 25400, France",47.489871,6.8109414
"CHEVREMONT, 90340, France",47.6272079,6.9219575
"BUFFON, 21500, France",47.64993,4.27483
"BROSSES, 89660, France",47.5372976,3.6911988
